"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"21/01/2019","4.655,11","4.629,79","4.668,48","4.624,65","100,08K","0,62%"
"18/01/2019","4.626,41","4.596,25","4.627,66","4.576,77","109,18K","0,67%"
"17/01/2019","4.595,49","4.632,27","4.639,79","4.590,31","103,44K","-0,90%"
"16/01/2019","4.637,20","4.644,23","4.669,63","4.632,07","102,22K","-0,15%"
"15/01/2019","4.644,17","4.583,55","4.644,17","4.569,14","101,56K","1,09%"
"14/01/2019","4.594,19","4.621,70","4.625,56","4.580,54","101,74K","-0,59%"
"11/01/2019","4.621,61","4.585,22","4.621,61","4.575,64","104,12K","0,85%"
"10/01/2019","4.582,48","4.592,74","4.619,82","4.571,09","106,48K","-0,27%"
"09/01/2019","4.594,74","4.588,69","4.654,77","4.578,45","123,17K","0,21%"
"08/01/2019","4.585,03","4.586,84","4.596,80","4.567,29","107,41K","-0,20%"
"07/01/2019","4.594,15","4.523,23","4.598,63","4.516,00","114,55K","2,14%"
"04/01/2019","4.497,89","4.338,06","4.497,91","4.326,33","103,47K","2,77%"
"03/01/2019","4.376,86","4.404,31","4.446,03","4.375,86","80,50K","-0,72%"
"02/01/2019","4.408,53","4.436,75","4.444,44","4.399,59","66,27K","-0,49%"
"28/12/2018","4.430,02","4.429,04","4.454,97","4.396,37","71,53K","0,12%"
"27/12/2018","4.424,65","4.553,72","4.561,92","4.424,65","81,00K","-1,55%"
"26/12/2018","4.494,50","4.509,32","4.531,11","4.487,79","76,71K","-0,45%"
"25/12/2018","4.514,62","4.512,29","4.522,88","4.403,06","93,04K","-0,96%"
"24/12/2018","4.558,32","4.511,22","4.558,35","4.501,06","66,08K","0,90%"
"21/12/2018","4.517,78","4.536,57","4.543,87","4.484,56","69,64K","-0,72%"
"20/12/2018","4.550,60","4.523,97","4.560,34","4.509,57","70,38K","0,38%"
"19/12/2018","4.533,40","4.601,37","4.604,94","4.525,06","69,12K","-1,38%"
"18/12/2018","4.596,61","4.602,40","4.634,75","4.553,36","72,35K","-0,66%"
"17/12/2018","4.627,23","4.623,13","4.634,03","4.569,57","75,75K","-0,32%"
"14/12/2018","4.641,89","4.755,02","4.756,21","4.638,92","99,01K","-2,56%"
"13/12/2018","4.763,72","4.727,46","4.791,00","4.698,37","95,76K","0,95%"
"12/12/2018","4.718,82","4.733,07","4.740,99","4.706,39","80,87K","-0,03%"
"11/12/2018","4.720,47","4.691,59","4.720,47","4.685,30","79,32K","0,94%"
"10/12/2018","4.676,62","4.698,55","4.711,32","4.660,73","81,48K","-1,17%"
"07/12/2018","4.731,90","4.738,17","4.755,33","4.711,36","87,95K","0,02%"
"06/12/2018","4.730,91","4.796,41","4.814,71","4.724,53","108,49K","-1,79%"
"05/12/2018","4.816,99","4.750,55","4.846,75","4.734,98","116,95K","-0,60%"
"04/12/2018","4.846,17","4.793,32","4.846,17","4.782,95","119,13K","0,91%"
"03/12/2018","4.802,29","4.762,96","4.820,21","4.742,47","129,39K","3,32%"
"30/11/2018","4.648,18","4.604,27","4.654,53","4.549,44","95,93K","0,67%"
"29/11/2018","4.617,35","4.746,63","4.758,25","4.617,35","110,51K","-2,35%"
"28/11/2018","4.728,58","4.669,66","4.728,58","4.607,61","108,62K","1,22%"
"27/11/2018","4.671,64","4.662,33","4.693,83","4.636,96","93,59K","0,82%"
"26/11/2018","4.633,73","4.631,42","4.677,96","4.610,58","92,38K","-0,18%"
"23/11/2018","4.642,12","4.840,94","4.841,40","4.624,48","134,02K","-4,29%"
"22/11/2018","4.850,13","4.858,48","4.878,10","4.831,09","116,54K","0,06%"
"21/11/2018","4.847,04","4.754,23","4.848,73","4.746,68","123,95K","0,73%"
"20/11/2018","4.811,88","4.899,32","4.923,64","4.808,41","146,41K","-2,64%"
"19/11/2018","4.942,49","4.924,29","4.942,49","4.877,95","148,06K","0,38%"
"16/11/2018","4.923,99","4.880,87","4.946,79","4.867,08","157,19K","1,09%"
"15/11/2018","4.871,09","4.790,34","4.871,09","4.788,21","140,33K","1,67%"
"14/11/2018","4.791,23","4.784,86","4.848,06","4.776,79","158,65K","0,02%"
"13/11/2018","4.790,45","4.648,56","4.816,84","4.639,58","173,46K","1,98%"
"12/11/2018","4.697,35","4.560,86","4.697,35","4.556,30","118,55K","2,98%"
"09/11/2018","4.561,21","4.553,21","4.596,76","4.542,58","88,59K","-0,24%"
"08/11/2018","4.572,38","4.617,91","4.628,27","4.568,67","102,46K","-0,45%"
"07/11/2018","4.592,84","4.604,87","4.650,36","4.589,32","114,23K","-0,22%"
"06/11/2018","4.603,11","4.585,58","4.603,78","4.543,71","103,59K","0,11%"
"05/11/2018","4.598,20","4.557,92","4.620,71","4.529,44","122,38K","0,75%"
"02/11/2018","4.564,18","4.490,63","4.564,18","4.483,98","115,83K","3,06%"
"01/11/2018","4.428,74","4.428,86","4.493,60","4.425,15","101,84K","0,64%"
"31/10/2018","4.400,61","4.342,11","4.424,50","4.337,53","86,16K","1,47%"
"30/10/2018","4.336,65","4.284,36","4.358,47","4.226,59","76,21K","0,93%"
"29/10/2018","4.296,70","4.341,91","4.345,02","4.275,72","66,21K","-1,44%"
"26/10/2018","4.359,47","4.374,46","4.412,23","4.342,21","82,62K","0,33%"
"25/10/2018","4.345,33","4.245,30","4.353,78","4.223,32","80,97K","-0,74%"
"24/10/2018","4.377,55","4.358,87","4.424,91","4.340,66","75,24K","-0,03%"
"23/10/2018","4.379,06","4.448,91","4.469,57","4.352,66","93,08K","-1,65%"
"22/10/2018","4.452,74","4.279,76","4.491,31","4.279,76","111,87K","4,99%"
"19/10/2018","4.241,23","4.080,12","4.243,97","4.066,27","77,23K","2,21%"
"18/10/2018","4.149,44","4.260,01","4.260,01","4.143,17","71,59K","-3,33%"
"17/10/2018","4.292,20","4.311,05","4.334,63","4.192,82","71,25K","0,73%"
"16/10/2018","4.261,17","4.358,06","4.391,39","4.237,51","68,20K","-2,24%"
"15/10/2018","4.358,87","4.435,08","4.468,22","4.352,27","68,22K","-1,55%"
"12/10/2018","4.427,68","4.415,29","4.446,95","4.251,67","98,50K","-0,65%"
"11/10/2018","4.456,61","4.662,96","4.671,99","4.428,60","107,93K","-7,39%"
"10/10/2018","4.812,43","4.823,35","4.842,98","4.775,67","64,14K","-0,13%"
"09/10/2018","4.818,73","4.826,32","4.860,91","4.790,66","62,56K","0,03%"
"08/10/2018","4.817,43","4.906,10","4.916,87","4.813,09","72,40K","-3,41%"
"28/09/2018","4.987,27","4.947,72","4.987,27","4.935,42","69,99K","0,84%"
"27/09/2018","4.945,69","5.012,45","5.018,40","4.945,64","88,32K","-1,42%"
"26/09/2018","5.017,06","4.996,35","5.042,51","4.987,91","79,89K","0,43%"
"25/09/2018","4.995,70","4.980,30","5.014,02","4.965,99","66,33K","-0,32%"
"21/09/2018","5.011,69","4.957,27","5.015,24","4.931,35","86,81K","1,21%"
"20/09/2018","4.951,58","4.961,66","4.984,75","4.944,65","78,95K","-0,37%"
"19/09/2018","4.970,01","4.904,24","5.001,86","4.895,85","87,86K","1,07%"
"18/09/2018","4.917,35","4.815,76","4.917,39","4.813,60","72,14K","1,78%"
"17/09/2018","4.831,56","4.885,23","4.885,23","4.812,93","60,47K","-1,56%"
"14/09/2018","4.907,93","4.958,70","4.965,66","4.907,09","67,57K","-1,01%"
"13/09/2018","4.958,16","4.955,79","4.978,36","4.888,12","66,96K","0,78%"
"12/09/2018","4.919,81","4.922,35","4.956,46","4.902,41","58,34K","-0,11%"
"11/09/2018","4.925,30","4.917,07","4.950,63","4.884,90","62,20K","0,03%"
"10/09/2018","4.923,64","5.016,78","5.019,47","4.921,79","70,26K","-1,96%"
"07/09/2018","5.022,28","5.018,23","5.084,40","4.989,04","74,68K","0,19%"
"06/09/2018","5.012,51","5.016,83","5.071,11","4.991,78","66,31K","-0,40%"
"05/09/2018","5.032,50","5.100,34","5.115,72","5.032,50","75,14K","-1,58%"
"04/09/2018","5.113,15","5.047,81","5.123,26","5.042,82","71,60K","1,17%"
"03/09/2018","5.054,11","5.049,73","5.055,28","4.973,74","63,25K","-0,08%"
"31/08/2018","5.057,98","5.096,55","5.107,69","5.047,62","59,26K","-1,10%"
"30/08/2018","5.114,27","5.193,69","5.206,95","5.112,18","67,82K","-1,72%"
"29/08/2018","5.203,71","5.229,07","5.229,11","5.190,14","65,65K","-0,57%"
"28/08/2018","5.233,50","5.229,62","5.244,15","5.212,39","75,72K","0,08%"
"27/08/2018","5.229,36","5.121,19","5.229,36","5.121,19","78,99K","2,21%"
"24/08/2018","5.116,14","5.122,68","5.147,56","5.100,14","61,23K","-0,33%"
"23/08/2018","5.133,33","5.095,36","5.151,31","5.087,51","63,98K","0,61%"
"22/08/2018","5.102,36","5.151,44","5.156,25","5.098,61","64,97K","-1,16%"
"21/08/2018","5.162,03","5.097,20","5.171,56","5.085,90","70,16K","1,14%"
"20/08/2018","5.103,63","5.071,14","5.103,63","4.994,32","69,34K","0,38%"
"17/08/2018","5.084,21","5.210,23","5.233,50","5.073,40","73,79K","-1,82%"
"16/08/2018","5.178,24","5.175,42","5.244,66","5.127,14","72,04K","-1,22%"
"15/08/2018","5.242,09","5.347,69","5.350,61","5.237,00","77,36K","-2,04%"
"14/08/2018","5.351,02","5.357,72","5.376,26","5.334,93","77,63K","-0,34%"
"13/08/2018","5.369,18","5.278,16","5.369,60","5.256,58","78,94K","0,51%"
"10/08/2018","5.342,05","5.299,49","5.344,72","5.296,50","77,25K","0,64%"
"09/08/2018","5.307,97","5.166,38","5.329,84","5.155,06","96,61K","2,24%"
"08/08/2018","5.191,79","5.263,17","5.278,25","5.187,61","90,58K","-1,66%"
"07/08/2018","5.279,64","5.149,37","5.279,86","5.108,26","85,78K","2,62%"
"06/08/2018","5.144,64","5.234,67","5.264,86","5.113,34","79,11K","-2,11%"
"03/08/2018","5.255,63","5.313,05","5.335,60","5.255,63","78,88K","-1,32%"
"02/08/2018","5.325,80","5.431,13","5.431,13","5.207,48","103,25K","-2,39%"
"01/08/2018","5.456,21","5.553,76","5.578,33","5.456,21","84,27K","-1,56%"
"31/07/2018","5.542,54","5.536,71","5.562,55","5.513,99","72,12K","-0,12%"
"30/07/2018","5.549,04","5.618,90","5.634,45","5.523,85","93,68K","-1,44%"
"27/07/2018","5.630,23","5.655,31","5.669,01","5.617,91","102,76K","-0,58%"
"26/07/2018","5.663,18","5.681,07","5.695,23","5.649,39","115,68K","-0,39%"
"25/07/2018","5.685,59","5.669,99","5.702,28","5.662,85","109,23K","0,24%"
"24/07/2018","5.672,22","5.578,72","5.674,31","5.572,98","119,69K","1,61%"
"23/07/2018","5.582,31","5.509,24","5.582,41","5.493,77","94,32K","0,74%"
"20/07/2018","5.541,21","5.469,79","5.552,16","5.438,07","76,58K","1,10%"
"19/07/2018","5.480,77","5.533,12","5.559,66","5.460,47","74,88K","-1,15%"
"18/07/2018","5.544,52","5.573,02","5.612,90","5.544,52","85,05K","-0,56%"
"17/07/2018","5.575,47","5.557,91","5.575,79","5.507,15","75,86K","0,15%"
"16/07/2018","5.566,96","5.552,22","5.573,88","5.533,13","74,32K","0,09%"
"13/07/2018","5.561,69","5.539,14","5.570,52","5.533,65","84,60K","0,37%"
"12/07/2018","5.541,36","5.385,81","5.552,72","5.385,81","94,83K","2,69%"
"11/07/2018","5.396,31","5.441,24","5.442,01","5.317,70","83,39K","-2,33%"
"10/07/2018","5.524,80","5.487,34","5.525,03","5.474,14","75,69K","0,68%"
"09/07/2018","5.487,55","5.378,81","5.487,80","5.378,81","77,82K","2,10%"
"06/07/2018","5.374,58","5.345,88","5.442,08","5.251,50","86,91K","0,41%"
"05/07/2018","5.352,66","5.484,07","5.507,81","5.352,66","78,06K","-2,69%"
"04/07/2018","5.500,67","5.574,18","5.580,17","5.478,66","78,75K","-1,80%"
"03/07/2018","5.601,59","5.531,58","5.602,06","5.450,21","85,43K","1,15%"
"02/07/2018","5.538,09","5.601,74","5.625,50","5.495,09","88,45K","-1,26%"
"29/06/2018","5.608,54","5.441,96","5.608,54","5.435,49","83,74K","3,03%"
"28/06/2018","5.443,85","5.494,95","5.547,57","5.439,87","69,81K","-1,18%"
"27/06/2018","5.508,92","5.557,59","5.583,63","5.489,92","76,10K","-0,90%"
"26/06/2018","5.558,71","5.434,39","5.563,36","5.411,50","78,03K","0,84%"
"25/06/2018","5.512,43","5.579,44","5.592,62","5.508,64","70,04K","-0,52%"
"22/06/2018","5.541,37","5.413,38","5.545,15","5.384,05","75,48K","1,55%"
"21/06/2018","5.456,91","5.578,24","5.623,96","5.454,83","84,10K","-2,35%"
"20/06/2018","5.588,27","5.485,06","5.612,48","5.458,53","80,37K","1,19%"
"19/06/2018","5.522,53","5.821,04","5.829,58","5.463,37","102,83K","-6,84%"
"15/06/2018","5.928,07","6.054,89","6.069,75","5.900,13","81,20K","-2,18%"
"14/06/2018","6.060,13","6.069,26","6.125,31","6.040,09","63,97K","-0,53%"
"13/06/2018","6.092,34","6.180,98","6.180,98","6.091,40","67,47K","-1,72%"
"12/06/2018","6.199,15","6.152,02","6.199,32","6.086,60","64,27K","0,77%"
"11/06/2018","6.151,94","6.187,62","6.197,94","6.133,47","62,74K","-0,87%"
"08/06/2018","6.205,96","6.261,68","6.261,68","6.159,99","72,21K","-1,10%"
"07/06/2018","6.274,88","6.334,40","6.340,68","6.268,77","68,79K","-0,72%"
"06/06/2018","6.320,47","6.308,78","6.331,75","6.295,90","65,81K","0,06%"
"05/06/2018","6.316,42","6.210,98","6.316,48","6.210,98","69,76K","1,62%"
"04/06/2018","6.215,61","6.252,26","6.265,58","6.192,91","67,21K","-0,45%"
"01/06/2018","6.243,73","6.285,05","6.324,89","6.209,11","78,30K","-1,13%"
"31/05/2018","6.315,17","6.274,76","6.315,84","6.231,16","79,57K","1,33%"
"30/05/2018","6.232,42","6.345,94","6.351,51","6.222,10","92,71K","-3,17%"
"29/05/2018","6.436,77","6.481,82","6.522,83","6.436,31","78,34K","-0,83%"
"28/05/2018","6.490,40","6.526,84","6.543,06","6.463,57","79,47K","-0,78%"
"25/05/2018","6.541,45","6.622,51","6.630,02","6.536,35","84,56K","-1,31%"
"24/05/2018","6.628,50","6.649,01","6.666,73","6.625,54","74,80K","-0,36%"
"23/05/2018","6.652,29","6.702,49","6.707,83","6.652,29","92,94K","-1,07%"
"22/05/2018","6.724,40","6.691,80","6.724,74","6.675,97","90,11K","0,41%"
"21/05/2018","6.697,14","6.654,05","6.705,83","6.653,98","94,90K","1,15%"
"18/05/2018","6.620,77","6.583,87","6.621,15","6.555,42","76,76K","0,45%"
"17/05/2018","6.591,26","6.616,44","6.631,07","6.576,53","73,24K","-0,47%"
"16/05/2018","6.622,64","6.638,67","6.670,65","6.616,74","79,88K","-0,58%"
"15/05/2018","6.661,13","6.592,65","6.661,42","6.568,73","75,62K","1,05%"
"14/05/2018","6.591,73","6.625,03","6.639,84","6.573,46","79,03K","-0,68%"
"11/05/2018","6.636,77","6.705,31","6.707,82","6.635,55","86,88K","-0,99%"
"10/05/2018","6.703,21","6.682,12","6.703,67","6.651,67","92,18K","0,42%"
"09/05/2018","6.674,91","6.666,77","6.685,69","6.642,20","81,02K","-0,05%"
"08/05/2018","6.678,14","6.647,34","6.678,46","6.637,65","84,33K","0,47%"
"07/05/2018","6.646,58","6.538,13","6.646,68","6.538,13","81,49K","1,77%"
"04/05/2018","6.531,29","6.524,02","6.565,72","6.511,53","70,88K","-0,21%"
"03/05/2018","6.545,27","6.471,17","6.546,03","6.393,12","80,60K","0,90%"
"02/05/2018","6.486,81","6.516,60","6.551,25","6.442,78","75,56K","-0,46%"
"27/04/2018","6.517,05","6.528,73","6.549,29","6.462,70","75,74K","0,10%"
"26/04/2018","6.510,53","6.621,46","6.623,95","6.509,51","90,17K","-1,83%"
"25/04/2018","6.632,02","6.571,66","6.641,54","6.563,66","90,13K","0,39%"
"24/04/2018","6.606,58","6.459,48","6.606,58","6.459,48","91,53K","2,17%"
"23/04/2018","6.466,52","6.532,72","6.557,76","6.394,42","87,18K","-1,06%"
"20/04/2018","6.535,96","6.649,99","6.670,49","6.528,92","95,35K","-2,11%"
"19/04/2018","6.677,09","6.649,05","6.717,53","6.642,06","101,40K","0,24%"
"18/04/2018","6.661,29","6.597,33","6.668,39","6.483,09","101,87K","1,47%"
"17/04/2018","6.564,69","6.727,42","6.739,17","6.559,04","97,26K","-2,28%"
"16/04/2018","6.717,93","6.704,34","6.750,18","6.657,95","93,14K","-0,06%"
"13/04/2018","6.721,66","6.753,35","6.771,12","6.710,71","84,56K","-0,09%"
"12/04/2018","6.727,64","6.748,47","6.772,43","6.718,51","88,45K","-0,48%"
"11/04/2018","6.759,81","6.736,22","6.778,18","6.731,35","95,13K","0,58%"
"10/04/2018","6.720,77","6.721,91","6.731,55","6.649,89","94,17K","0,03%"
"09/04/2018","6.718,65","6.680,40","6.747,70","6.627,68","87,54K","0,15%"
"04/04/2018","6.708,92","6.783,34","6.804,04","6.704,10","92,65K","-0,90%"
"03/04/2018","6.769,56","6.745,21","6.776,00","6.712,49","101,36K","-0,97%"
"02/04/2018","6.835,87","6.818,12","6.875,64","6.806,19","118,30K","0,55%"
"30/03/2018","6.798,67","6.699,46","6.799,02","6.699,46","102,09K","1,71%"
"29/03/2018","6.684,28","6.648,89","6.686,74","6.635,82","91,21K","0,73%"
"28/03/2018","6.635,87","6.602,63","6.684,00","6.586,97","99,37K","-0,67%"
"27/03/2018","6.680,84","6.570,42","6.692,97","6.570,42","110,20K","2,54%"
"26/03/2018","6.515,25","6.313,90","6.515,33","6.257,96","94,70K","1,75%"
"23/03/2018","6.402,89","6.565,98","6.625,10","6.336,25","132,37K","-5,35%"
"22/03/2018","6.764,69","6.767,26","6.804,24","6.729,16","85,81K","-0,09%"
"21/03/2018","6.771,06","6.826,22","6.875,52","6.766,94","95,90K","-0,75%"
"20/03/2018","6.822,25","6.768,71","6.826,78","6.749,81","81,34K","0,03%"
"19/03/2018","6.820,50","6.796,35","6.856,09","6.773,55","84,17K","0,21%"
"16/03/2018","6.805,93","6.821,23","6.861,68","6.805,93","87,46K","-0,27%"
"15/03/2018","6.824,05","6.809,85","6.838,89","6.743,40","91,22K","-0,16%"
"14/03/2018","6.834,84","6.886,02","6.908,11","6.831,75","94,19K","-1,11%"
"13/03/2018","6.911,67","6.937,12","6.963,85","6.906,65","111,15K","-0,52%"
"12/03/2018","6.947,46","6.865,44","6.947,65","6.865,44","123,38K","1,61%"
"09/03/2018","6.837,13","6.725,43","6.839,72","6.722,68","106,64K","1,66%"
"08/03/2018","6.725,18","6.679,04","6.725,42","6.678,68","79,02K","0,55%"
"07/03/2018","6.688,55","6.726,80","6.740,08","6.682,64","85,72K","-0,70%"
"06/03/2018","6.735,86","6.679,27","6.735,96","6.679,05","96,47K","0,92%"
"05/03/2018","6.674,28","6.648,26","6.674,41","6.626,42","79,32K","0,63%"
"02/03/2018","6.632,37","6.621,53","6.672,96","6.612,46","89,12K","-0,39%"
"01/03/2018","6.658,58","6.530,22","6.658,94","6.517,59","91,08K","1,44%"
"28/02/2018","6.563,81","6.488,25","6.581,08","6.461,37","88,03K","0,53%"
"27/02/2018","6.529,38","6.506,40","6.540,75","6.491,53","92,36K","0,34%"
"26/02/2018","6.507,13","6.396,51","6.509,62","6.382,15","89,53K","2,22%"
"23/02/2018","6.365,92","6.346,82","6.367,06","6.316,54","64,21K","0,30%"
"22/02/2018","6.347,08","6.269,37","6.347,15","6.269,37","56,94K","1,87%"
"14/02/2018","6.230,66","6.216,38","6.230,73","6.182,89","43,08K","0,23%"
"13/02/2018","6.216,51","6.229,38","6.268,78","6.211,63","61,40K","0,21%"
"12/02/2018","6.203,75","6.074,46","6.216,52","6.074,46","62,14K","2,49%"
"09/02/2018","6.053,02","6.100,35","6.142,31","5.983,77","81,24K","-2,97%"
"08/02/2018","6.238,22","6.141,78","6.243,74","6.138,17","63,31K","1,30%"
"07/02/2018","6.158,26","6.236,46","6.270,57","6.042,63","84,68K","0,25%"
"06/02/2018","6.142,67","6.353,20","6.383,18","6.142,40","91,08K","-4,94%"
"05/02/2018","6.461,81","6.403,08","6.485,75","6.379,83","70,67K","-0,40%"
"02/02/2018","6.487,87","6.454,44","6.493,22","6.322,58","85,90K","-0,29%"
"01/02/2018","6.506,45","6.775,36","6.792,99","6.505,76","108,19K","-4,19%"
"31/01/2018","6.791,01","6.913,36","6.913,36","6.773,99","93,72K","-2,36%"
"30/01/2018","6.955,24","6.955,68","6.977,10","6.944,80","73,31K","-0,25%"
"29/01/2018","6.972,48","7.052,31","7.060,12","6.956,20","87,44K","-1,18%"
"26/01/2018","7.056,01","7.043,27","7.070,60","7.038,00","82,60K","-0,09%"
"25/01/2018","7.062,64","7.065,30","7.110,15","7.057,64","97,16K","-0,14%"
"24/01/2018","7.072,41","7.008,47","7.072,87","6.972,69","91,28K","0,75%"
"23/01/2018","7.019,98","7.008,97","7.028,57","6.996,64","78,62K","0,08%"
"22/01/2018","7.014,55","6.928,80","7.014,83","6.902,63","81,49K","1,10%"
"19/01/2018","6.938,31","6.953,34","6.981,81","6.928,65","75,54K","-0,24%"
"18/01/2018","6.955,23","6.928,09","6.963,62","6.926,59","71,02K","0,18%"
"17/01/2018","6.942,86","6.938,72","6.948,32","6.846,56","90,40K","-0,26%"
"16/01/2018","6.960,68","6.916,16","6.960,73","6.915,99","86,87K","0,45%"
"15/01/2018","6.929,31","7.103,61","7.103,70","6.912,71","106,75K","-2,79%"
"12/01/2018","7.127,83","7.166,75","7.174,84","7.125,23","92,89K","-0,66%"
"11/01/2018","7.175,40","7.121,46","7.180,33","7.093,73","89,17K","0,51%"
"10/01/2018","7.138,78","7.172,73","7.175,08","7.089,66","92,08K","-0,53%"
"09/01/2018","7.176,74","7.179,93","7.183,28","7.156,20","84,76K","-0,16%"
"08/01/2018","7.188,29","7.172,04","7.188,55","7.132,94","97,60K","0,16%"
"05/01/2018","7.176,87","7.172,00","7.194,98","7.163,04","92,40K","0,03%"
"04/01/2018","7.174,86","7.149,68","7.175,35","7.141,70","88,82K","0,21%"
"03/01/2018","7.159,88","7.090,87","7.163,86","7.083,11","91,41K","0,96%"
"02/01/2018","7.092,09","7.027,63","7.092,22","7.022,23","77,19K","1,07%"
